1804
3.611391,4.464266,-10.051570
1.928198,3.320129,-10.030554
1.817190,2.670278,-8.041044
1.817190,2.670278,-8.041044
3.268560,4.060629,-7.757529
3.611391,4.464266,-10.051570
6.290105,2.172508,-16.340132
4.612260,3.156578,-16.342251
5.786977,4.304764,-9.720467
5.786977,4.304764,-9.720467
6.819555,2.382013,-9.159920
6.290105,2.172508,-16.340132
6.268911,0.216142,-8.953683
6.626745,2.266397,-7.454294
5.796529,-0.169909,-7.628973
4.302370,-0.801750,-9.470424
4.073381,-1.074643,-7.782846
2.440984,-0.406143,-7.909770
2.440984,-0.406143,-7.909770
2.493230,-0.246438,-9.316557
4.302370,-0.801750,-9.470424
4.073381,-1.074643,-7.782846
4.302370,-0.801750,-9.470424
6.268911,0.216142,-8.953683
6.268911,0.216142,-8.953683
5.796529,-0.169909,-7.628973
4.073381,-1.074643,-7.782846
6.049596,0.136998,-16.468081
6.290105,2.172508,-16.340132
6.819555,2.382013,-9.159920
6.819555,2.382013,-9.159920
6.268911,0.216142,-8.953683
6.049596,0.136998,-16.468081
4.606065,-0.807242,-16.414799
4.302370,-0.801750,-9.470424
2.493230,-0.246438,-9.316557
2.493230,-0.246438,-9.316557
3.356893,0.006869,-16.540607
4.606065,-0.807242,-16.414799
6.049596,0.136998,-16.468081
6.268911,0.216142,-8.953683
4.302370,-0.801750,-9.470424
4.302370,-0.801750,-9.470424
4.606065,-0.807242,-16.414799
6.049596,0.136998,-16.468081
1.928198,3.320129,-10.030554
2.493230,-0.246438,-9.316557
1.817190,2.670278,-8.041044
4.985216,-3.611051,-19.993765
7.253286,-2.175926,-20.774984
6.114110,-0.540090,-18.058504
6.114110,-0.540090,-18.058504
4.741533,-1.497146,-18.055529
4.985216,-3.611051,-19.993765
4.985216,-3.611051,-19.993765
4.741533,-1.497146,-18.055529
3.402803,-0.633693,-18.068541
3.402803,-0.633693,-18.068541
2.999479,-2.203269,-20.057312
4.985216,-3.611051,-19.993765
4.612260,3.156578,-16.342251
6.290105,2.172508,-16.340132
6.265279,2.726690,-18.865141
6.265279,2.726690,-18.865141
4.693819,3.376780,-18.876413
4.612260,3.156578,-16.342251
3.312101,2.631635,-18.881697
3.002386,2.423445,-16.373297
4.612260,3.156578,-16.342251
4.612260,3.156578,-16.342251
4.693819,3.376780,-18.876413
3.312101,2.631635,-18.881697
4.985216,-3.611051,-19.993765
6.970113,-4.978705,-21.354824
7.253286,-2.175926,-20.774984
6.114110,-0.540090,-18.058504
6.049596,0.136998,-16.468081
4.606065,-0.807242,-16.414799
4.606065,-0.807242,-16.414799
4.741533,-1.497146,-18.055529
6.114110,-0.540090,-18.058504
6.114110,-0.540090,-18.058504
6.575063,1.094007,-18.451880
6.290105,2.172508,-16.340132
6.290105,2.172508,-16.340132
6.049596,0.136998,-16.468081
6.114110,-0.540090,-18.058504
3.402803,-0.633693,-18.068541
4.741533,-1.497146,-18.055529
4.606065,-0.807242,-16.414799
4.606065,-0.807242,-16.414799
3.356893,0.006869,-16.540607
3.402803,-0.633693,-18.068541
3.402803,-0.633693,-18.068541
3.356893,0.006869,-16.540607
2.810415,0.844787,-18.452780
3.312101,2.631635,-18.881697
2.810415,0.844787,-18.452780
3.002386,2.423445,-16.373297
6.575063,1.094007,-18.451880
6.265279,2.726690,-18.865141
6.290105,2.172508,-16.340132
3.375673,-4.972346,-21.246561
4.153368,-6.320358,-21.030067
4.985216,-3.611051,-19.993765
2.999479,-2.203269,-20.057312
3.402803,-0.633693,-18.068541
2.810415,0.844787,-18.452780
6.575063,1.094007,-18.451880
6.114110,-0.540090,-18.058504
7.253286,-2.175926,-20.774984
4.985216,-3.611051,-19.993765
2.999479,-2.203269,-20.057312
3.014448,-3.798545,-20.840340
2.999479,-2.203269,-20.057312
3.310842,0.036848,-22.307856
2.836339,-2.983345,-22.492636
2.836339,-2.983345,-22.492636
3.014448,-3.798545,-20.840340
2.999479,-2.203269,-20.057312
3.260427,-5.344089,-22.492636
3.375673,-4.972346,-21.246561
3.014448,-3.798545,-20.840340
3.014448,-3.798545,-20.840340
2.836339,-2.983345,-22.492636
3.260427,-5.344089,-22.492636
4.693819,3.376780,-18.876413
6.265279,2.726690,-18.865141
6.553945,2.970032,-22.492184
6.553945,2.970032,-22.492184
4.877885,3.615642,-22.492579
4.693819,3.376780,-18.876413
3.194799,2.682052,-22.492573
3.312101,2.631635,-18.881697
4.693819,3.376780,-18.876413
4.693819,3.376780,-18.876413
4.877885,3.615642,-22.492579
3.194799,2.682052,-22.492573
7.253286,-2.175926,-20.774984
7.273778,-2.082526,-22.492622
6.706304,0.365849,-22.307625
6.553945,2.970032,-22.492184
6.265279,2.726690,-18.865141
6.575063,1.094007,-18.451880
6.575063,1.094007,-18.451880
6.706304,0.365849,-22.307625
6.553945,2.970032,-22.492184
2.810415,0.844787,-18.452780
3.312101,2.631635,-18.881697
3.194799,2.682052,-22.492573
3.375673,-4.972346,-21.246561
3.260427,-5.344089,-22.492636
3.868181,-6.686010,-22.030523
2.999479,-2.203269,-20.057312
